TPIN,LOCATION,TAX TYPE,Transaction ID,Period From,Period To,Payment Method,Payment Amount,Payment Date
200058,Lusaka,Presumptive Tax,475520036138,01/07/2016,30/09/2016,CASH,297,15/02/2017
200058,Lusaka,Presumptive Tax,475520036138,01/10/2016,31/12/2016,CASH,297,15/02/2017
200058,Lusaka,Presumptive Tax,475520036138,01/01/2017,31/03/2017,CASH,293.7,15/02/2017
200058,Lusaka,Presumptive Tax,475520036138,01/04/2017,30/06/2017,CASH,297,15/02/2017
200058,Lusaka,Presumptive Tax,475520036138,01/07/2017,30/09/2017,CASH,297,15/02/2017
200058,Lusaka,Presumptive Tax,475520036138,01/10/2017,31/12/2017,CASH,297,15/02/2017
200635,Lusaka,Income Tax,475519110359,01/01/2015,31/12/2015,CASH,484.05,06/01/2017
200328,Kitwe,Value Added Tax,475520081574,01/01/2017,31/01/2017,CASH,189.45,16/02/2017
200032,kabwe,Value Added Tax,475520081585,01/11/2016,30/11/2016,CASH,498.25,16/02/2017
200032,kabwe,Value Added Tax,475520081585,01/12/2016,31/12/2016,CASH,427.55,16/02/2017
200032,kabwe,Value Added Tax,475520081585,01/01/2017,31/01/2017,CASH,1696.8,16/02/2017
200438,Lusaka,Value Added Tax,475520081621,01/01/2017,31/01/2017,CASH,255,16/02/2017
200416,Lusaka,Value Added Tax,475520081688,01/01/2017,31/01/2017,CASH,1000,16/02/2017
200044,chipata,Value Added Tax,475520081859,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,2593.66,16/02/2017
200370,Ndola,Turnover Tax,475520081916,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,2322.65,16/02/2017
200415,Lusaka,Withholding Tax,475520082708,01/01/2017,31/01/2017,CASH,400,16/02/2017
200415,Lusaka,Turnover Tax,475520082708,01/01/2017,31/01/2017,CASH,4934.25,16/02/2017
200486,Lusaka,Turnover Tax,475520082755,01/01/2017,31/01/2017,CASH,36,16/02/2017
200486,Lusaka,Turnover Tax,475520082755,01/11/2016,30/11/2016,CASH,84,16/02/2017
200423,chipata,Value Added Tax,475520083169,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,6312.34,16/02/2017
200421,Kitwe,Value Added Tax,475520083200,01/12/2016,31/12/2016,COMPANY LOCAL CHEQUE,600,16/02/2017
200421,Kitwe,Value Added Tax,475520083200,01/05/2016,31/05/2016,COMPANY LOCAL CHEQUE,511.98,16/02/2017
200421,Kitwe,Value Added Tax,475520083200,01/05/2016,31/05/2016,COMPANY LOCAL CHEQUE,3497.88,16/02/2017
200421,Kitwe,Value Added Tax,475520083200,01/10/2015,31/10/2015,COMPANY LOCAL CHEQUE,600,16/02/2017
200635,Lusaka,Income Tax,475519110359,01/04/2015,30/06/2015,CASH,231.8,06/01/2017
200372,Lusaka,Turnover Tax,475520083371,01/09/2014,30/09/2014,CASH,1224,16/02/2017
200070,Lusaka,Value Added Tax,475520083454,01/01/2017,31/01/2017,CASH,628.35,16/02/2017
200542,Ndola,Presumptive Tax,475520084816,01/01/2017,31/03/2017,CASH,129,16/02/2017
200343,kabwe,Value Added Tax,475519804394,01/01/2017,31/01/2017,CASH,20.7,09/02/2017
200368,chipata,Employment Tax (Pay as You Earn),475519807796,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,27901.97,09/02/2017
200395,Kitwe,Turnover Tax,475519808034,01/01/2017,31/01/2017,CASH,27,09/02/2017
200452,Lusaka,Turnover Tax,475519808925,01/01/2017,31/01/2017,CASH,30,09/02/2017
200692,Lusaka,Employment Tax (Pay as You Earn),475519809065,01/01/2017,31/01/2017,CASH,175,09/02/2017
200692,Lusaka,Employment Tax (Pay as You Earn),475519809065,01/01/2017,31/01/2017,CASH,20,09/02/2017
200313,Livingstone,Withholding Tax,475519876326,01/02/2017,28/02/2017,CASH,115,10/02/2017
200081,Lusaka,Property Transfer Tax,475519969265,01/07/2016,31/07/2016,CASH,3750,13/02/2017
200049,Ndola,Withholding Tax,475519969389,01/01/2017,31/01/2017,CASH,110.1,13/02/2017
200399,Lusaka,Withholding Tax,475519969710,01/01/2017,31/01/2017,CASH,250,13/02/2017
200399,Lusaka,Withholding Tax,475519969710,01/02/2017,28/02/2017,CASH,250,13/02/2017
200399,Lusaka,Withholding Tax,475519969710,01/03/2017,31/03/2017,CASH,250,13/02/2017
200656,mansa Province,Turnover Tax,475519969803,01/07/2016,31/07/2016,CASH,2400,13/02/2017
200159,Livingstone,Turnover Tax,475519969881,01/01/2017,31/01/2017,CASH,255.27,13/02/2017
200159,Livingstone,Turnover Tax,475519969881,01/02/2017,28/02/2017,CASH,0.13,13/02/2017
200700,mansa Province,Turnover Tax,475519970031,01/01/2017,31/01/2017,CASH,1107.25,13/02/2017
200673,Mongu Province,Turnover Tax,475520000736,01/01/2017,31/01/2017,CASH,234,14/02/2017
200777,Ndola,Withholding Tax,475520000772,01/01/2017,31/01/2017,CASH,988,14/02/2017
200321,Lusaka,Turnover Tax,475520001161,01/01/2017,31/01/2017,CASH,430,14/02/2017
200060,Ndola,Turnover Tax,475520001353,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,300,14/02/2017
200171,Ndola,Turnover Tax,475520001689,01/01/2017,31/01/2017,CASH,28,14/02/2017
200771,Ndola,Turnover Tax,475520002569,01/01/2017,31/01/2017,CASH,7.5,14/02/2017
200215,Muchinga,Turnover Tax,475520003760,01/01/2017,31/01/2017,CASH,309,14/02/2017
200397,Lusaka,Domestic Excise,475519426695,01/11/2016,30/11/2016,electronic transfer,81948,03/01/2017
200112,Kitwe,Turnover Tax,475520086545,01/01/2017,31/01/2017,CASH,280,16/02/2017
200426,Lusaka,Turnover Tax,475520092515,01/01/2017,31/01/2017,CASH,234,17/02/2017
200377,Mongu Province,Turnover Tax,475520092629,01/01/2016,31/01/2016,CASH,1800,17/02/2017
200377,Mongu Province,Turnover Tax,475520092629,01/02/2016,29/02/2016,CASH,1200,17/02/2017
200377,Mongu Province,Turnover Tax,475520092629,01/03/2016,31/03/2016,CASH,600,17/02/2017
200218,Lusaka,Turnover Tax,475519781202,01/08/2014,31/08/2014,CASH,200,08/02/2017
200218,Lusaka,Turnover Tax,475519781202,01/09/2014,30/09/2014,CASH,200,08/02/2017
200626,chipata,Turnover Tax,475520093670,01/01/2017,31/01/2017,CASH,30,17/02/2017
200410,Lusaka,Employment Tax (Pay as You Earn),475520095503,01/01/2017,31/01/2017,CASH,349.05,17/02/2017
200076,chipata,Turnover Tax,475519953545,01/12/2013,31/12/2013,CASH,25,13/02/2017
200491,Ndola,Presumptive Tax,475519954016,01/01/2017,31/03/2017,CASH,900,13/02/2017
200491,Ndola,Presumptive Tax,475519954016,01/04/2017,30/06/2017,CASH,900,13/02/2017
200601,Livingstone,Turnover Tax,475519955093,01/01/2017,31/01/2017,CASH,250.8,13/02/2017
200645,Lusaka,Turnover Tax,475519955139,01/01/2017,31/01/2017,CASH,632,13/02/2017
200063,chipata,Turnover Tax,475520076914,01/01/2017,31/01/2017,CASH,30,16/02/2017
200344,choma,Employment Tax (Pay as You Earn),475520077173,01/01/2017,31/01/2017,electronic transfer,114,10/02/2017
200718,Lusaka,Turnover Tax,475520077302,01/01/2017,31/01/2017,CASH,1393.73,16/02/2017
200756,Livingstone,Presumptive Tax,475520077655,01/01/2017,31/03/2017,CASH,150,16/02/2017
200531,Lusaka,Turnover Tax,475520078022,01/02/2016,29/02/2016,CASH,300,16/02/2017
200531,Lusaka,Turnover Tax,475520078022,01/07/2016,31/07/2016,CASH,300,16/02/2017
200758,Kitwe,Turnover Tax,475520078400,01/12/2016,31/12/2016,CASH,750,16/02/2017
200645,Ndola,Withholding Tax,475520079342,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,375,16/02/2017
200346,Ndola,Turnover Tax,475520079389,01/01/2017,31/01/2017,electronic transfer,1457,15/02/2017
200322,Lusaka,Withholding Tax,475520079648,01/01/2017,31/01/2017,CASH,124.15,16/02/2017
200372,lusaka,Income Tax,475520079990,01/01/2017,31/03/2017,electronic transfer,235445.9,15/02/2017
200072,Livingstone,Turnover Tax,475520080073,01/01/2017,31/01/2017,CASH,672,16/02/2017
200216,mongu,Turnover Tax,475520080212,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,2050,16/02/2017
200097,choma,Turnover Tax,475520080761,01/01/2017,31/01/2017,CASH,226.05,16/02/2017
200278,choma,Turnover Tax,475520081310,01/01/2017,31/01/2017,CASH,35.85,16/02/2017
200591,choma,Turnover Tax,475520081481,01/01/2017,31/01/2017,CASH,34.5,16/02/2017
200696,Mongu Province,Turnover Tax,475520084391,01/01/2017,31/01/2017,CASH,1418.6,16/02/2017
200472,kabwe,Turnover Tax,475520084930,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,886.4,16/02/2017
200187,Kitwe,Turnover Tax,475520086442,01/01/2017,31/01/2017,CASH,25,16/02/2017
200157,Chingola,Turnover Tax,475520058537,01/01/2017,31/01/2017,CASH,46,16/02/2017
200502,Kitwe,Turnover Tax,475520064642,01/01/2017,31/01/2017,CASH,300,16/02/2017
200079,Ndola,Withholding Tax,475519804503,01/01/2017,31/01/2017,CASH,145,09/02/2017
200386,Lusaka,Employment Tax (Pay as You Earn),475519805673,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1580.38,09/02/2017
200038,Lusaka,Turnover Tax,475519813922,01/01/2017,31/01/2017,CASH,60,09/02/2017
200737,Lusaka,Turnover Tax,475519824039,01/01/2017,31/01/2017,CASH,451,09/02/2017
200307,Kitwe,Presumptive Tax,475519885973,01/10/2016,31/12/2016,CASH,297,10/02/2017
200307,Kitwe,Presumptive Tax,475519885973,01/04/2016,30/06/2016,CASH,406,10/02/2017
200307,Kitwe,Presumptive Tax,475519885973,01/07/2016,30/09/2016,CASH,297,10/02/2017
200246,Livingstone,Withholding Tax,475519888986,01/01/2017,31/01/2017,COMPANY COUNTRY CHEQUE,330,10/02/2017
200601,choma,Turnover Tax,475519889867,01/01/2017,31/01/2017,CASH,35,10/02/2017
200520,Livingstone,Turnover Tax,475519895733,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,339,10/02/2017
200392,Livingstone,Turnover Tax,475519896194,01/01/2017,31/01/2017,CASH,6,10/02/2017
200740,choma,Turnover Tax,475519896251,01/01/2017,31/01/2017,CASH,269,10/02/2017
200147,Livingstone,Turnover Tax,475519897281,01/01/2017,31/01/2017,CASH,249,10/02/2017
200014,Chingola,Turnover Tax,475519897752,01/01/2017,31/01/2017,CASH,30,10/02/2017
200087,Lusaka,Turnover Tax,475519898529,01/01/2017,31/01/2017,CASH,1039.35,10/02/2017
200487,mongu,Turnover Tax,475519898700,01/01/2017,31/01/2017,CASH,36,10/02/2017
200076,chipata,Turnover Tax,475519953213,01/01/2017,31/01/2017,CASH,451,13/02/2017
200151,Livingstone,Turnover Tax,475519954130,01/12/2016,31/12/2016,CASH,163.5,13/02/2017
200680,chipata,Turnover Tax,475519962471,01/01/2017,31/01/2017,CASH,2588,13/02/2017
200237,Kitwe,Turnover Tax,475519968965,01/10/2014,31/10/2014,CASH,725.89,13/02/2017
200232,Lusaka,Presumptive Tax,475519969503,01/01/2017,31/03/2017,CASH,293.7,13/02/2017
200170,Ndola,Withholding Tax,475520000337,01/02/2017,28/02/2017,CASH,330,14/02/2017
200170,Ndola,Withholding Tax,475520000337,01/03/2017,31/03/2017,CASH,330,14/02/2017
200170,Ndola,Withholding Tax,475520000337,01/04/2017,30/04/2017,CASH,330,14/02/2017
200291,Ndola,Turnover Tax,475520000483,01/01/2017,31/01/2017,CASH,50,14/02/2017
200125,Lusaka,Turnover Tax,475520000550,01/01/2017,31/01/2017,CASH,457,14/02/2017
200681,Mongu Province,Turnover Tax,475520051853,01/01/2017,31/01/2017,CASH,27,15/02/2017
200017,mansa Province,Turnover Tax,475520052335,01/01/2017,31/01/2017,CASH,2516.15,15/02/2017
200032,Kasama,Value Added Tax,475520053836,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,12363.01,15/02/2017
200246,Ndola,Value Added Tax,475520060573,01/01/2017,31/01/2017,CASH,1200,16/02/2017
200338,Kasama,Turnover Tax,475520068251,01/02/2015,28/02/2015,CASH,94.5,16/02/2017
200338,Kasama,Turnover Tax,475520068251,01/03/2015,31/03/2015,CASH,27,16/02/2017
200338,Kasama,Turnover Tax,475520068251,01/04/2015,30/04/2015,CASH,21,16/02/2017
200338,Kasama,Turnover Tax,475520068251,01/05/2015,31/05/2015,CASH,42,16/02/2017
200338,Kasama,Turnover Tax,475520068251,01/11/2016,30/11/2016,CASH,27,16/02/2017
200338,Kasama,Turnover Tax,475520068251,01/12/2016,31/12/2016,CASH,27,16/02/2017
200809,Kasama,Property Transfer Tax,475520070359,01/02/2017,28/02/2017,CASH,4000,16/02/2017
200772,Lusaka,Presumptive Tax,475520072694,01/10/2016,31/12/2016,CASH,237.6,16/02/2017
200772,Lusaka,Presumptive Tax,475520072694,01/01/2017,31/03/2017,CASH,293.7,16/02/2017
200084,Lusaka,Turnover Tax,475519885217,01/01/2017,31/01/2017,CASH,100,10/02/2017
200150,Chingola,Turnover Tax,475519898783,01/01/2017,31/01/2017,CASH,1151,10/02/2017
200671,Livingstone,Turnover Tax,475519899503,01/11/2017,30/11/2017,CASH,339,10/02/2017
200472,Lusaka,Employment Tax (Pay as You Earn),475519899606,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1116.88,10/02/2017
200534,kabwe,Employment Tax (Pay as You Earn),475519900523,01/01/2017,31/01/2017,CASH,20.75,10/02/2017
200163,Lusaka,Withholding Tax,475519915725,01/12/2016,31/12/2016,CASH,1020,10/02/2017
200655,Lusaka,Withholding Tax,475519916393,01/01/2017,31/01/2017,CASH,1477.95,10/02/2017
200009,Ndola,Turnover Tax,475519916517,01/01/2017,31/01/2017,CASH,262.15,10/02/2017
200395,Lusaka,Turnover Tax,475519953249,01/01/2017,31/01/2017,CASH,853.15,13/02/2017
200300,chipata,Turnover Tax,475519954119,01/01/2017,31/01/2017,CASH,694.5,13/02/2017
200564,Lusaka,Turnover Tax,475519969275,01/01/2017,31/01/2017,CASH,200,13/02/2017
200653,Mongu Province,Turnover Tax,475520004884,01/01/2017,31/01/2017,CASH,30,14/02/2017
200333,Lusaka,Employment Tax (Pay as You Earn),475520005329,01/01/2017,31/01/2017,electronic transfer,13351.52,10/02/2017
200028,chipata,Turnover Tax,475520005583,01/12/2016,31/12/2016,CASH,350,14/02/2017
200039,Mongu Province,Turnover Tax,475520005650,01/01/2017,31/01/2017,CASH,27,14/02/2017
200666,Lusaka,Employment Tax (Pay as You Earn),475520066097,01/01/2017,31/01/2017,CASH,770,16/02/2017
200767,Lusaka,Turnover Tax,475519804197,01/01/2017,31/01/2017,CASH,438,09/02/2017
200438,Ndola,Turnover Tax,475519953317,01/01/2017,31/01/2017,CASH,100,13/02/2017
200778,Lusaka,Turnover Tax,475519953876,01/01/2017,31/01/2017,CASH,200,13/02/2017
200645,chipata,Turnover Tax,475519963973,01/01/2017,31/01/2017,CASH,36,13/02/2017
200440,chipata,Turnover Tax,475519964165,01/01/2017,31/01/2017,CASH,36,13/02/2017
200222,Lusaka,Turnover Tax,475519964372,01/02/2017,28/02/2017,CASH,802,13/02/2017
200297,Lusaka,Turnover Tax,475519964397,01/01/2017,31/01/2017,CASH,339,13/02/2017
200404,Lusaka,Turnover Tax,475519969482,01/12/2016,31/12/2016,CASH,2,13/02/2017
200096,Kasama,Turnover Tax,475519969845,01/01/2017,31/01/2017,CASH,650,13/02/2017
200036,Lusaka,Withholding Tax,475519970327,01/01/2017,31/01/2017,CASH,3045,13/02/2017
200541,Ndola,Withholding Tax,475519970798,01/12/2016,31/12/2016,CASH,160,13/02/2017
200534,Lusaka,Presumptive Tax,475519975406,01/10/2016,31/12/2016,CASH,231,13/02/2017
200534,Lusaka,Presumptive Tax,475519975406,01/01/2017,31/03/2017,CASH,293.7,13/02/2017
200534,Lusaka,Presumptive Tax,475519975406,01/04/2017,30/06/2017,CASH,297,13/02/2017
200534,Lusaka,Presumptive Tax,475519975406,01/07/2017,30/09/2017,CASH,297,13/02/2017
200534,Lusaka,Presumptive Tax,475519975406,01/10/2017,31/12/2017,CASH,297,13/02/2017
200133,choma,Turnover Tax,475520024027,01/01/2017,31/01/2017,CASH,9,14/02/2017
200362,kabwe,Employment Tax (Pay as You Earn),475520024348,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,88566.77,14/02/2017
200087,Muchinga,Turnover Tax,475520026238,01/01/2017,31/01/2017,CASH,249,14/02/2017
200295,Ndola,Withholding Tax,475520026274,01/01/2017,31/01/2017,CASH,150,14/02/2017
200447,Ndola,Value Added Tax,475519735377,01/01/2017,31/01/2017,CASH,2110,07/02/2017
200128,Chingola,Turnover Tax,475519737806,01/01/2017,31/01/2017,CASH,69.4,07/02/2017
200582,Lusaka,Turnover Tax,475520013614,01/01/2017,31/01/2017,CASH,11.85,14/02/2017
200411,Lusaka,Turnover Tax,475520014406,01/03/2014,31/03/2014,CASH,2,14/02/2017
200448,Lusaka,Employment Tax (Pay as You Earn),475520014862,01/01/2017,31/01/2017,CASH,113.25,14/02/2017
200131,Lusaka,Presumptive Tax,475520015022,01/01/2017,31/12/2017,CASH,6323.7,14/02/2017
200655,Lusaka,Turnover Tax,475520015079,01/01/2017,31/01/2017,CASH,324,14/02/2017
200397,Lusaka,Value Added Tax,475520018150,01/01/2017,31/01/2017,CASH,619,14/02/2017
200697,Lusaka,Turnover Tax,475520019263,01/12/2016,31/12/2016,CASH,350,14/02/2017
200135,Lusaka,Turnover Tax,475520024850,01/01/2017,31/01/2017,CASH,105,14/02/2017
200352,Lusaka,Value Added Tax,475520048508,01/01/2017,31/01/2017,electronic transfer,3672.95,06/02/2017
200674,Mongu Province,Turnover Tax,475520048933,01/01/2017,31/01/2017,CASH,24,15/02/2017
200524,Mongu Province,Turnover Tax,475520049233,01/01/2017,31/01/2017,CASH,255,15/02/2017
200760,Mongu Province,Turnover Tax,475520049621,01/02/2017,28/02/2017,CASH,3,15/02/2017
200427,Lusaka,Turnover Tax,475520050434,01/01/2017,31/01/2017,CASH,401,15/02/2017
200419,Lusaka,Turnover Tax,475520050652,01/01/2017,31/01/2017,CASH,90,15/02/2017
200368,Lusaka,Turnover Tax,475520050869,01/01/2017,31/01/2017,CASH,180,15/02/2017
200618,Ndola,Withholding Tax,475520050983,01/01/2017,31/01/2017,CASH,255,15/02/2017
200663,Livingstone,Turnover Tax,475520051019,01/01/2017,31/01/2017,CASH,36,15/02/2017
200713,Lusaka,Presumptive Tax,475520051066,01/07/2016,30/09/2016,CASH,297,15/02/2017
200713,Lusaka,Presumptive Tax,475520051066,01/10/2016,31/12/2016,CASH,297,15/02/2017
200713,Lusaka,Presumptive Tax,475520051066,01/01/2017,31/03/2017,CASH,293.7,15/02/2017
200713,Lusaka,Presumptive Tax,475520051066,01/04/2017,30/06/2017,CASH,297,15/02/2017
200713,Lusaka,Presumptive Tax,475520051066,01/07/2017,30/09/2017,CASH,297,15/02/2017
200713,Lusaka,Presumptive Tax,475520051066,01/10/2017,31/12/2017,CASH,297,15/02/2017
200809,Mongu Province,Presumptive Tax,475520051315,01/01/2017,31/03/2017,CASH,148.5,15/02/2017
200515,Ndola,Withholding Tax,475519803473,01/01/2017,31/01/2017,CASH,363,09/02/2017
200782,mongu,Withholding Tax,475519820073,01/01/2017,31/01/2017,CASH,60,09/02/2017
200276,Lusaka,Presumptive Tax,475519820808,01/07/2016,30/09/2016,CASH,297,09/02/2017
200276,Lusaka,Presumptive Tax,475519820808,01/10/2016,31/12/2016,CASH,297,09/02/2017
200276,Lusaka,Presumptive Tax,475519820808,01/01/2017,31/03/2017,CASH,293.7,09/02/2017
200276,Lusaka,Presumptive Tax,475519820808,01/04/2017,30/06/2017,CASH,297,09/02/2017
200276,Lusaka,Presumptive Tax,475519820808,01/07/2017,30/09/2017,CASH,297,09/02/2017
200276,Lusaka,Presumptive Tax,475519820808,01/10/2017,31/12/2017,CASH,297,09/02/2017
200783,mongu,Withholding Tax,475519822170,01/01/2017,31/01/2017,CASH,75,09/02/2017
200467,Lusaka,Employment Tax (Pay as You Earn),475519823547,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,16715.24,09/02/2017
200007,mongu,Turnover Tax,475519823697,01/01/2017,31/01/2017,CASH,318,09/02/2017
200027,Ndola,Turnover Tax,475519824246,01/01/2017,31/01/2017,CASH,450,09/02/2017
200186,Mongu Province,Turnover Tax,475519824816,01/01/2017,31/01/2017,CASH,87,09/02/2017
200631,Mongu Province,Turnover Tax,475519824920,01/01/2017,31/01/2017,CASH,21,09/02/2017
200094,Lusaka,Turnover Tax,475519825080,01/01/2017,31/01/2017,CASH,23.35,09/02/2017
200582,mongu,Turnover Tax,475519825412,01/01/2017,31/01/2017,CASH,96.5,09/02/2017
200370,Lusaka,Value Added Tax,475520063886,01/01/2017,31/01/2017,CASH,960.15,16/02/2017
200805,Lusaka,Property Transfer Tax,475520068821,01/02/2017,28/02/2017,CASH,10000,16/02/2017
200753,mongu,Employment Tax (Pay as You Earn),475520069463,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,46389.4,16/02/2017
200051,Lusaka,Turnover Tax,475520069639,01/01/2017,31/01/2017,CASH,340,16/02/2017
200255,mongu,Turnover Tax,475520069877,01/02/2015,28/02/2015,CASH,1453,16/02/2017
200535,Ndola,Turnover Tax,475520076107,01/11/2016,30/11/2016,CASH,1530,16/02/2017
200179,Lusaka,Withholding Tax,475520078882,01/01/2017,31/01/2017,electronic transfer,950,15/02/2017
200362,kabwe,Value Added Tax,475520079203,01/01/2017,31/01/2017,CASH,346.2,16/02/2017
200461,Muchinga,Presumptive Tax,475520059211,01/04/2017,30/06/2017,CASH,900,16/02/2017
200039,Kasama,Value Added Tax,475520059796,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,4398.08,16/02/2017
200601,Lusaka,Presumptive Tax,475520060334,01/01/2017,31/03/2017,CASH,293.7,01/02/2017
200049,Livingstone,Turnover Tax,475520068044,01/01/2017,31/01/2017,CASH,80,16/02/2017
200346,kabwe,Value Added Tax,475520068376,01/01/2017,31/01/2017,CASH,0.05,16/02/2017
200198,Lusaka,Turnover Tax,475520069339,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1985,16/02/2017
200793,Lusaka,Property Transfer Tax,475520070690,01/02/2017,28/02/2017,BANK CERTIFIED CHEQUE,45000,16/02/2017
200468,Lusaka,Employment Tax (Pay as You Earn),475520071286,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,33793.09,16/02/2017
200649,Mongu Province,Withholding Tax,475520071307,01/01/2017,31/01/2017,CASH,200,16/02/2017
200027,Chingola,Turnover Tax,475519803659,01/01/2017,31/01/2017,CASH,280,09/02/2017
200087,Mongu Province,Turnover Tax,475519804011,01/01/2017,31/01/2017,CASH,665.45,09/02/2017
200088,Lusaka,Turnover Tax,475519820130,01/01/2017,31/01/2017,CASH,413,09/02/2017
200529,Ndola,Turnover Tax,475519821000,01/01/2017,31/01/2017,CASH,36,09/02/2017
200529,Ndola,Withholding Tax,475519821000,01/01/2017,31/01/2017,CASH,50,09/02/2017
200213,kabwe,Turnover Tax,475519826090,01/01/2017,31/01/2017,CASH,225,09/02/2017
200346,Ndola,Employment Tax (Pay as You Earn),475520079213,01/01/2017,31/01/2017,electronic transfer,662.5,15/02/2017
200566,choma,Turnover Tax,475520080601,01/01/2017,31/01/2017,CASH,228,16/02/2017
200351,Lusaka,Value Added Tax,475520082408,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1824,16/02/2017
200078,Lusaka,Value Added Tax,475520083076,01/01/2017,31/01/2017,CASH,980.3,16/02/2017
200417,Ndola,Value Added Tax,475520083853,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,6299.25,16/02/2017
200433,Kitwe,Turnover Tax,475520083910,01/12/2016,31/12/2016,CASH,30,16/02/2017
200437,Lusaka,Value Added Tax,475520084324,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1418.98,16/02/2017
200421,Ndola,Value Added Tax,475520085230,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,2210,16/02/2017
200576,Lusaka,Value Added Tax,475520092205,01/01/2017,31/01/2017,CASH,9.4,17/02/2017
200412,kabwe,Value Added Tax,475520096673,01/01/2017,31/01/2017,CASH,273,17/02/2017
200493,Lusaka,Turnover Tax,475520100453,01/01/2017,31/01/2017,CASH,333,17/02/2017
200524,Livingstone,Value Added Tax,475520103938,01/01/2017,31/01/2017,CASH,680,17/02/2017
200614,Mongu Province,Turnover Tax,475520103948,01/01/2017,31/01/2017,CASH,200.35,17/02/2017
200364,kabwe,Value Added Tax,475520104031,01/12/2016,31/12/2016,COMPANY LOCAL CHEQUE,2699.83,17/02/2017
200712,choma,Turnover Tax,475520104052,01/01/2017,31/01/2017,CASH,404,17/02/2017
200388,Ndola,Turnover Tax,475520104145,01/12/2016,31/12/2016,CASH,388,17/02/2017
200421,Kitwe,Employment Tax (Pay as You Earn),475519915947,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1095,10/02/2017
200421,Kitwe,Employment Tax (Pay as You Earn),475519915947,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,139.4,10/02/2017
200095,kabwe,Value Added Tax,475520018492,01/01/2017,31/01/2017,CASH,150,14/02/2017
200744,Muchinga,Turnover Tax,475520094152,01/12/2016,31/12/2016,CASH,36,17/02/2017
200229,Lusaka,Presumptive Tax,475520095907,01/04/2017,30/06/2017,CASH,297,17/02/2017
200229,Lusaka,Presumptive Tax,475520095907,01/07/2017,30/09/2017,CASH,297,17/02/2017
200229,Lusaka,Presumptive Tax,475520095907,01/10/2017,31/12/2017,CASH,297,17/02/2017
200229,Lusaka,Presumptive Tax,475520095907,01/01/2017,31/03/2017,CASH,141.9,17/02/2017
200631,Lusaka,Turnover Tax,475520097144,01/05/2016,31/05/2016,CASH,1200,17/02/2017
200103,Livingstone,Value Added Tax,475520098221,01/01/2017,31/01/2017,CASH,1747,17/02/2017
200167,Muchinga,Turnover Tax,475520099376,01/01/2017,31/01/2017,CASH,252.6,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/06/2014,30/06/2014,CASH,9,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/07/2014,31/07/2014,CASH,10,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/08/2014,31/08/2014,CASH,9,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/09/2014,30/09/2014,CASH,12,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/10/2014,31/10/2014,CASH,8,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/11/2014,30/11/2014,CASH,14,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/12/2014,31/12/2014,CASH,15,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/01/2015,31/01/2015,CASH,100,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/02/2015,28/02/2015,CASH,90,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/03/2015,31/03/2015,CASH,70,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/04/2015,30/04/2015,CASH,50,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/05/2015,31/05/2015,CASH,80,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/07/2015,31/07/2015,CASH,60,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/08/2015,31/08/2015,CASH,75,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/09/2015,30/09/2015,CASH,100,17/02/2017
200550,Kitwe,Turnover Tax,475520101452,01/10/2015,31/10/2015,CASH,100,17/02/2017
